Title,Size,date added to alvro,type
"Lord of the Rings, The - The Third Age (USA) (Disc 2).7z",1.15 GB,2017-05-23 11:05,GAMECUBE USA
"Lord of the Rings, The - The Two Towers (USA).7z",1.08 GB,2017-05-23 11:05,GAMECUBE USA
Lost Kingdoms (USA).7z,1.18 GB,2017-05-23 11:05,GAMECUBE USA
Lost Kingdoms II (USA).7z,959.77 MB,2017-05-23 11:05,GAMECUBE USA
Lotus Challenge (USA).7z,958.37 MB,2017-05-23 11:05,GAMECUBE USA
Luigi_-_s Mansion (USA).7z,1.30 GB,2017-05-23 11:05,GAMECUBE USA
MC Groovz Dance Craze (USA).7z,1.23 GB,2017-05-23 11:05,GAMECUBE USA
MLB SlugFest 2003 (USA).7z,1022.63 MB,2017-05-23 11:05,GAMECUBE USA
MLB SlugFest 2004 (USA).7z,1.11 GB,2017-05-23 11:05,GAMECUBE USA
MVP Baseball 2004 (USA).7z,1.01 GB,2017-05-23 11:05,GAMECUBE USA
MVP Baseball 2005 (USA).7z,925.13 MB,2017-05-23 11:05,GAMECUBE USA
MX SuperFly (USA).7z,859.37 MB,2017-05-23 11:05,GAMECUBE USA
Madden NFL 06 (USA).7z,1002.30 MB,2017-05-23 11:05,GAMECUBE USA
Madden NFL 07 (USA).7z,1013.24 MB,2017-05-23 11:05,GAMECUBE USA
Madden NFL 08 (USA).7z,1004.52 MB,2017-05-23 11:05,GAMECUBE USA
Madden NFL 2002 (USA).7z,1.21 GB,2017-05-23 11:05,GAMECUBE USA
Madden NFL 2003 (USA).7z,1.04 GB,2017-05-23 11:05,GAMECUBE USA
Madden NFL 2004 (USA) (v1.00).7z,1.01 GB,2017-05-23 11:05,GAMECUBE USA
Madden NFL 2004 (USA) (v1.01).7z,1.01 GB,2017-05-23 11:05,GAMECUBE USA
Madden NFL 2005 (USA).7z,1.01 GB,2017-05-23 11:05,GAMECUBE USA
Major League Baseball 2K6 (USA).7z,1.14 GB,2017-05-23 11:05,GAMECUBE USA
Mario Golf - Toadstool Tour (USA).7z,1.04 GB,2017-05-23 11:05,GAMECUBE USA
Mario Kart - Double Dash!! (USA) (Bonus Disc).7z,1.08 GB,2017-05-23 11:05,GAMECUBE USA
Mario Kart - Double Dash!! (USA).7z,1.24 GB,2017-05-23 11:05,GAMECUBE USA
Mario Party 4 (USA) (v1.00).7z,1.16 GB,2017-05-23 11:05,GAMECUBE USA
Mario Party 4 (USA) (v1.01).7z,1.16 GB,2017-05-23 11:05,GAMECUBE USA
Mario Party 5 (USA).7z,1.13 GB,2017-05-23 11:05,GAMECUBE USA
Mario Party 6 (USA).7z,1.15 GB,2017-05-23 11:05,GAMECUBE USA
Mario Party 7 (USA).7z,1.21 GB,2017-05-23 11:05,GAMECUBE USA
Mario Power Tennis (USA) (v1.00).7z,1.28 GB,2017-05-23 11:05,GAMECUBE USA
Mario Power Tennis (USA) (v1.01).7z,1.28 GB,2017-05-23 11:05,GAMECUBE USA
Mario Superstar Baseball (USA).7z,1.24 GB,2017-05-23 11:05,GAMECUBE USA
Mark Davis Pro Bass Challenge (USA).7z,1.34 GB,2017-05-23 11:05,GAMECUBE USA
Marvel Nemesis - Rise of the Imperfects (USA).7z,870.58 MB,2017-05-23 11:05,GAMECUBE USA
Mary-Kate and Ashley - Sweet 16 - Licensed to Drive (USA).7z,1.12 GB,2017-05-23 11:05,GAMECUBE USA
Mat Hoffman_-_s Pro BMX 2 (USA).7z,1.22 GB,2017-05-23 11:05,GAMECUBE USA
Medabots Infinity (USA) (v1.00).7z,1.19 GB,2017-05-23 11:05,GAMECUBE USA
Medabots Infinity (USA) (v1.01).7z,1.19 GB,2017-05-23 11:05,GAMECUBE USA
Medal of Honor - Frontline (USA).7z,683.63 MB,2017-05-23 11:05,GAMECUBE USA
Medal of Honor - Rising Sun (USA) (Disc 1).7z,879.43 MB,2017-05-23 11:05,GAMECUBE USA
Medal of Honor - Rising Sun (USA) (Disc 2).7z,910.01 MB,2017-05-23 11:05,GAMECUBE USA
Mega Man - Network Transmission (USA).7z,1.22 GB,2017-05-23 11:05,GAMECUBE USA
Mega Man Anniversary Collection (USA).7z,1.16 GB,2017-05-23 11:05,GAMECUBE USA
Mega Man X - Command Mission (USA).7z,707.59 MB,2017-05-23 11:05,GAMECUBE USA
Mega Man X Collection (USA).7z,1.18 GB,2017-05-23 11:05,GAMECUBE USA
Men in Black II - Alien Escape (USA).7z,790.22 MB,2017-05-23 11:05,GAMECUBE USA
Metal Arms - Glitch in the System (USA).7z,1.11 GB,2017-05-23 11:05,GAMECUBE USA
Metal Gear Solid - The Twin Snakes (USA) (Disc 1).7z,1.22 GB,2017-05-23 11:05,GAMECUBE USA
Metal Gear Solid - The Twin Snakes (USA) (Disc 2).7z,1.21 GB,2017-05-23 11:05,GAMECUBE USA
Metroid Prime (USA) (v1.00).7z,1.03 GB,2017-05-23 11:05,GAMECUBE USA
Metroid Prime (USA) (v1.02).7z,1.03 GB,2017-05-23 11:05,GAMECUBE USA
Metroid Prime 2 - Echoes (USA) (Bonus Disc).7z,1013.40 MB,2017-05-23 11:05,GAMECUBE USA
Metroid Prime 2 - Echoes (USA).7z,1.05 GB,2017-05-23 11:05,GAMECUBE USA
Midway Arcade Treasures (USA).7z,1.07 GB,2017-05-23 11:05,GAMECUBE USA
Midway Arcade Treasures 2 (USA).7z,1.09 GB,2017-05-23 11:05,GAMECUBE USA
Midway Arcade Treasures 3 (USA).7z,973.16 MB,2017-05-23 11:05,GAMECUBE USA
Minority Report - Everybody Runs (USA).7z,1.12 GB,2017-05-23 11:05,GAMECUBE USA
Mission - Impossible - Operation Surma (USA).7z,1.04 GB,2017-05-23 11:05,GAMECUBE USA
Monopoly Party (USA).7z,1.12 GB,2017-05-23 11:05,GAMECUBE USA
Monster 4x4 - Masters of Metal (USA).7z,1 GB,2017-05-23 11:05,GAMECUBE USA
"Monster House (USA) (En,Fr).7z",1.14 GB,2017-05-23 11:05,GAMECUBE USA
Monster Jam - Maximum Destruction (USA).7z,1.21 GB,2017-05-23 11:05,GAMECUBE USA
Mortal Kombat - Deadly Alliance (USA).7z,1.04 GB,2017-05-23 11:05,GAMECUBE USA
Mortal Kombat - Deception (USA).7z,946.49 MB,2017-05-23 11:05,GAMECUBE USA
Muppets - Party Cruise (USA).7z,1.03 GB,2017-05-23 11:05,GAMECUBE USA
Mystic Heroes (USA).7z,1.15 GB,2017-05-23 11:05,GAMECUBE USA
NASCAR - Dirt to Daytona (USA).7z,913.50 MB,2017-05-23 11:05,GAMECUBE USA
NASCAR 2005 - Chase for the Cup (USA).7z,1.05 GB,2017-05-23 11:05,GAMECUBE USA
NASCAR Thunder 2003 (USA).7z,1.12 GB,2017-05-23 11:05,GAMECUBE USA
NBA 2K2 (USA).7z,963.54 MB,2017-05-23 11:05,GAMECUBE USA
NBA 2K3 (USA).7z,1.20 GB,2017-05-23 11:05,GAMECUBE USA
NBA Courtside 2002 (USA).7z,989.05 MB,2017-05-23 11:05,GAMECUBE USA
NBA Live 06 (USA).7z,928.17 MB,2017-05-23 11:05,GAMECUBE USA
NBA Live 2003 (USA).7z,1.14 GB,2017-05-23 11:05,GAMECUBE USA
NBA Live 2004 (USA).7z,987.78 MB,2017-05-23 11:05,GAMECUBE USA
NBA Live 2005 (USA).7z,1008.81 MB,2017-05-23 11:05,GAMECUBE USA
NBA Street (USA).7z,1.22 GB,2017-05-23 11:05,GAMECUBE USA
NBA Street V3 (USA).7z,1.11 GB,2017-05-23 11:05,GAMECUBE USA
NBA Street Vol. 2 (USA).7z,936.71 MB,2017-05-23 11:05,GAMECUBE USA
NCAA College Basketball 2K3 (USA).7z,1.03 GB,2017-05-23 11:05,GAMECUBE USA
NCAA College Football 2K3 (USA).7z,771.75 MB,2017-05-23 11:05,GAMECUBE USA
NCAA Football 2003 (USA).7z,1.07 GB,2017-05-23 11:05,GAMECUBE USA
NCAA Football 2004 (USA).7z,1.10 GB,2017-05-23 11:05,GAMECUBE USA
NCAA Football 2005 (USA).7z,1.08 GB,2017-05-23 11:05,GAMECUBE USA
NFL 2K3 (USA).7z,830.39 MB,2017-05-23 11:05,GAMECUBE USA
NFL Blitz 2002 (USA).7z,1.04 GB,2017-05-23 11:05,GAMECUBE USA
NFL Blitz 2003 (USA).7z,1.02 GB,2017-05-23 11:05,GAMECUBE USA
NFL Blitz Pro (USA).7z,1.06 GB,2017-05-23 11:05,GAMECUBE USA
NFL QB Club 2002 (USA).7z,370.89 MB,2017-05-23 11:05,GAMECUBE USA
NFL Street (USA).7z,1.03 GB,2017-05-23 11:05,GAMECUBE USA
NFL Street 2 (USA).7z,751.35 MB,2017-05-23 11:05,GAMECUBE USA
"NHL 06 (USA) (En,Fr).7z",1.07 GB,2017-05-23 11:05,GAMECUBE USA
NHL 2003 (USA).7z,1.15 GB,2017-05-23 11:05,GAMECUBE USA
NHL 2004 (USA).7z,1.14 GB,2017-05-23 11:05,GAMECUBE USA
"NHL 2005 (USA) (En,Fr).7z",1.10 GB,2017-05-23 11:05,GAMECUBE USA
NHL 2K3 (USA).7z,1.12 GB,2017-05-23 11:05,GAMECUBE USA
NHL Hitz 2002 (USA).7z,1.15 GB,2017-05-23 11:05,GAMECUBE USA
NHL Hitz 2003 (USA).7z,1.04 GB,2017-05-23 11:05,GAMECUBE USA
NHL Hitz Pro (USA).7z,1015.23 MB,2017-05-23 11:05,GAMECUBE USA
Namco Museum (USA).7z,1.17 GB,2017-05-23 11:05,GAMECUBE USA
Namco Museum 50th Anniversary (USA).7z,1.28 GB,2017-05-23 11:05,GAMECUBE USA
Naruto - Clash of Ninja (USA).7z,1.29 GB,2017-05-23 11:05,GAMECUBE USA
Naruto - Clash of Ninja 2 (USA) (Demo).7z,1.23 GB,2017-05-23 11:05,GAMECUBE USA
Naruto - Clash of Ninja 2 (USA).7z,1.23 GB,2017-05-23 11:05,GAMECUBE USA
Need for Speed - Carbon (USA).7z,987.22 MB,2017-05-23 11:05,GAMECUBE USA
Need for Speed - Hot Pursuit 2 (USA).7z,1.07 GB,2017-05-23 11:05,GAMECUBE USA
Need for Speed - Most Wanted (USA).7z,1010.85 MB,2017-05-23 11:05,GAMECUBE USA
Need for Speed - Underground (USA).7z,1.02 GB,2017-05-23 11:05,GAMECUBE USA
Need for Speed - Underground 2 (USA).7z,981.63 MB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon Barnyard (USA).7z,1.12 GB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon Jimmy Neutron - Boy Genius (USA).7z,1.16 GB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon Jimmy Neutron - Boy Genius - Attack of the Twonkies (USA).7z,1.04 GB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon Party Blast (USA).7z,884.13 MB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon Rocket Power - Beach Bandits (USA).7z,1.13 GB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon Rugrats - Royal Ransom (USA).7z,650.77 MB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (USA).7z,621.01 MB,2017-05-23 11:05,GAMECUBE USA
"Nickelodeon SpongeBob SquarePants - Lights, Camera, Pants! (USA).7z",790.76 MB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon SpongeBob SquarePants - Revenge of the Flying Dutchman (USA).7z,1.20 GB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon SpongeBob SquarePants - The Movie (USA).7z,1.16 GB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon SpongeBob SquarePants in - Battle for Bikini Bottom (USA).7z,882.47 MB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon Tak - The Great Juju Challenge (USA).7z,1.05 GB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon Tak 2 - The Staff of Dreams (USA).7z,1020.56 MB,2017-05-23 11:05,GAMECUBE USA
Nickelodeon The Adventures of Jimmy Neutron - Boy Genius - Jet Fusion (USA).7z,856.82 MB,2017-05-23 11:05,GAMECUBE USA
Nicktoons - Battle for Volcano Island (USA).7z,1.24 GB,2017-05-23 11:05,GAMECUBE USA
Nicktoons Unite! (USA).7z,1.27 GB,2017-05-23 11:05,GAMECUBE USA
Nintendo GameCube Preview Disc - May 2003 (USA).7z,1.09 GB,2017-05-23 11:05,GAMECUBE USA
Nintendo GameCube Service Disc Version 1.0-03 (USA).7z,1.26 GB,2017-05-23 11:05,GAMECUBE USA
Odama (USA).7z,1.30 GB,2017-05-23 11:05,GAMECUBE USA
"Open Season (USA) (En,Fr,Es).7z",917.65 MB,2017-05-23 11:05,GAMECUBE USA
Outlaw Golf (USA).7z,1.19 GB,2017-05-23 11:05,GAMECUBE USA
P.N. 03 (USA).7z,1.08 GB,2017-05-23 11:05,GAMECUBE USA
Pac-Man Fever (USA).7z,1.19 GB,2017-05-23 11:05,GAMECUBE USA
Pac-Man Vs. (USA).7z,1.37 GB,2017-05-23 11:05,GAMECUBE USA
Pac-Man World 2 (USA).7z,1.21 GB,2017-05-23 11:05,GAMECUBE USA
Pac-Man World 3 (USA).7z,882.49 MB,2017-05-23 11:05,GAMECUBE USA
Pac-Man World Rally (USA).7z,1.15 GB,2017-05-23 11:05,GAMECUBE USA
Paper Mario - The Thousand-Year Door (USA).7z,1.08 GB,2017-05-23 11:05,GAMECUBE USA
"Peter Jackson_-_s King Kong - The Official Game of the Movie (USA) (En,Fr,Es).7z",1.01 GB,2017-05-23 11:05,GAMECUBE USA
"Phantasy Star Online Episode I & II (USA) (En,Ja,Fr,De,Es) (v1.00).7z",927.52 MB,2017-05-23 11:05,GAMECUBE USA
"Phantasy Star Online Episode I & II (USA) (En,Ja,Fr,De,Es) (v1.01).7z",927.85 MB,2017-05-23 11:05,GAMECUBE USA
"Phantasy Star Online Episode I & II Plus (USA) (En,Ja,Fr,De,Es).7z",923.39 MB,2017-05-23 11:05,GAMECUBE USA
"Phantasy Star Online Episode III - C.A.R.D. Revolution (USA) (En,Ja).7z",1.05 GB,2017-05-23 11:05,GAMECUBE USA
Pikmin (USA) (v1.00).7z,1.23 GB,2017-05-23 11:05,GAMECUBE USA
Pikmin (USA) (v1.01).7z,1.23 GB,2017-05-23 11:05,GAMECUBE USA
Pikmin 2 (USA).7z,1.12 GB,2017-05-23 11:05,GAMECUBE USA
Pinball Hall of Fame - The Gottlieb Collection (USA).7z,1.26 GB,2017-05-23 11:05,GAMECUBE USA
Pitfall - The Lost Expedition (USA).7z,1.12 GB,2017-05-23 11:05,GAMECUBE USA
Pokemon Box - Ruby & Sapphire (USA).7z,1.31 GB,2017-05-23 11:05,GAMECUBE USA
Pokemon Channel (USA).7z,1.20 GB,2017-05-23 11:05,GAMECUBE USA
Pokemon Colosseum (USA) (Bonus Disc).7z,1.29 GB,2017-05-23 11:05,GAMECUBE USA
Pokemon Colosseum (USA).7z,1.17 GB,2017-05-23 11:05,GAMECUBE USA
Pokemon XD - Gale of Darkness (USA).7z,1.05 GB,2017-05-23 11:05,GAMECUBE USA
"Polar Express, The (USA).7z",1.30 GB,2017-05-23 11:05,GAMECUBE USA
Pool Paradise (USA).7z,1.29 GB,2017-05-23 11:05,GAMECUBE USA
Power Rangers - Dino Thunder (USA).7z,1.21 GB,2017-05-23 11:05,GAMECUBE USA
"Powerpuff Girls, The - Relish Rampage - Pickled Edition (USA).7z",1.16 GB,2017-05-23 11:05,GAMECUBE USA
"Prince of Persia - The Sands of Time (USA) (En,Fr,Es) (v1.00).7z",1.17 GB,2017-05-23 11:05,GAMECUBE USA
"Prince of Persia - The Sands of Time (USA) (En,Fr,Es) (v1.01).7z",1.17 GB,2017-05-23 11:05,GAMECUBE USA
"Prince of Persia - The Two Thrones (USA) (En,Fr,Es).7z",1.10 GB,2017-05-23 11:05,GAMECUBE USA
"Prince of Persia - Warrior Within (USA) (En,Fr,Es).7z",1.07 GB,2017-05-23 11:05,GAMECUBE USA
"Pro Rally 2002 (USA) (En,Fr,Es).7z",1005.86 MB,2017-05-23 11:05,GAMECUBE USA
"Puyo Pop Fever (USA) (En,Ja,Fr,De,Es,It).7z",997.30 MB,2017-05-23 11:05,GAMECUBE USA
R-Racing Evolution (USA).7z,1.13 GB,2017-05-23 11:05,GAMECUBE USA
Rally Championship (USA).7z,1.23 GB,2017-05-23 11:05,GAMECUBE USA
Rampage - Total Destruction (USA).7z,1.23 GB,2017-05-23 11:05,GAMECUBE USA
Rave Master (USA).7z,1.09 GB,2017-05-23 11:05,GAMECUBE USA
"Rayman 3 - Hoodlum Havoc (USA) (En,Fr,De,Es,It).7z",969.76 MB,2017-05-23 11:05,GAMECUBE USA
Rayman Arena (USA).7z,675.39 MB,2017-05-23 11:05,GAMECUBE USA
Red Faction II (USA).7z,819.12 MB,2017-05-23 11:05,GAMECUBE USA
RedCard 2003 (USA).7z,1.02 GB,2017-05-23 11:05,GAMECUBE USA
Reign of Fire (USA).7z,653.09 MB,2017-05-23 11:05,GAMECUBE USA
Resident Evil (USA) (Disc 1).7z,869.46 MB,2017-05-23 11:05,GAMECUBE USA
Resident Evil (USA) (Disc 2).7z,831.69 MB,2017-05-23 11:05,GAMECUBE USA
Resident Evil - Code - Veronica X (USA) (Disc 1).7z,874.82 MB,2017-05-23 11:05,GAMECUBE USA
Resident Evil - Code - Veronica X (USA) (Disc 2).7z,986.96 MB,2017-05-23 11:05,GAMECUBE USA
Resident Evil 2 (USA).7z,1.16 GB,2017-05-23 11:05,GAMECUBE USA
Resident Evil 3 - Nemesis (USA).7z,1.17 GB,2017-05-23 11:05,GAMECUBE USA
Resident Evil 4 (USA) (Disc 1).7z,873.52 MB,2017-05-23 11:05,GAMECUBE USA
Resident Evil 4 (USA) (Disc 2).7z,934.13 MB,2017-05-23 11:05,GAMECUBE USA
Resident Evil 4 (USA) (Preview Disc).7z,1.30 GB,2017-05-23 11:05,GAMECUBE USA
Resident Evil Zero (USA) (Disc 1).7z,953.46 MB,2017-05-23 11:05,GAMECUBE USA
Resident Evil Zero (USA) (Disc 2).7z,944.16 MB,2017-05-23 11:05,GAMECUBE USA
"Ribbit King (USA) (En,Es).7z",651.40 MB,2017-05-23 11:05,GAMECUBE USA
Ribbit King Plus! (USA) (Bonus Disc).7z,1.10 GB,2017-05-23 11:05,GAMECUBE USA
Road Trip - The Arcade Edition (USA).7z,1.37 GB,2017-05-23 11:05,GAMECUBE USA
RoadKill (USA).7z,1.23 GB,2017-05-23 11:05,GAMECUBE USA
Robotech - Battlecry (USA).7z,1.09 GB,2017-05-23 11:05,GAMECUBE USA
Robots (USA).7z,1.18 GB,2017-05-23 11:05,GAMECUBE USA
Rocky (USA).7z,1.16 GB,2017-05-23 11:05,GAMECUBE USA
Rogue Ops (USA).7z,1.11 GB,2017-05-23 11:05,GAMECUBE USA
SRS - Street Racing Syndicate (USA).7z,953.05 MB,2017-05-23 11:05,GAMECUBE USA
SSX 3 (USA).7z,1.04 GB,2017-05-23 11:05,GAMECUBE USA
SSX On Tour (USA).7z,1.19 GB,2017-05-23 11:05,GAMECUBE USA
SSX Tricky (USA).7z,1.04 GB,2017-05-23 11:05,GAMECUBE USA
SX Superstar (USA).7z,1.09 GB,2017-05-23 11:05,GAMECUBE USA
Samurai Jack - The Shadow of Aku (USA).7z,1.15 GB,2017-05-23 11:05,GAMECUBE USA
"Scaler (USA) (En,Fr).7z",1.02 GB,2017-05-23 11:05,GAMECUBE USA
Scooby-Doo! Mystery Mayhem (USA).7z,911.35 MB,2017-05-23 11:05,GAMECUBE USA
Scooby-Doo! Night of 100 Frights (USA) (v1.00).7z,1013.28 MB,2017-05-23 11:05,GAMECUBE USA
Scooby-Doo! Night of 100 Frights (USA) (v1.01).7z,1.02 GB,2017-05-23 11:05,GAMECUBE USA
"Scooby-Doo! Unmasked (USA) (En,Fr).7z",992.50 MB,2017-05-23 11:05,GAMECUBE USA
"Scorpion King, The - Rise of the Akkadian (USA).7z",1.08 GB,2017-05-23 11:05,GAMECUBE USA
SeaWorld Adventure Parks - Shamu_-_s Deep Sea Adventures (USA).7z,1.11 GB,2017-05-23 11:05,GAMECUBE USA
Second Sight (USA).7z,907.30 MB,2017-05-23 11:05,GAMECUBE USA
Sega Soccer Slam (USA).7z,1.16 GB,2017-05-23 11:05,GAMECUBE USA
Serious Sam - Next Encounter (USA).7z,1.31 GB,2017-05-23 11:05,GAMECUBE USA
"Shadow The Hedgehog (USA) (En,Ja,Fr,De,Es,It).7z",1.07 GB,2017-05-23 11:05,GAMECUBE USA
Shonen Jump_-_s One Piece - Grand Adventure (USA).7z,1.15 GB,2017-05-23 11:05,GAMECUBE USA
Shonen Jump_-_s One Piece - Grand Battle (USA).7z,1 GB,2017-05-23 11:05,GAMECUBE USA
Shonen Jump_-_s One Piece - Pirates_-_ Carnival (USA).7z,1.16 GB,2017-05-23 11:05,GAMECUBE USA
Shrek 2 (USA).7z,1.07 GB,2017-05-23 11:05,GAMECUBE USA
Shrek Extra Large (USA).7z,1.27 GB,2017-05-23 11:05,GAMECUBE USA
Shrek Super Party (USA).7z,1.24 GB,2017-05-23 11:05,GAMECUBE USA
"Simpsons, The - Hit & Run (USA).7z",1.09 GB,2017-05-23 11:05,GAMECUBE USA
"Simpsons, The - Road Rage (USA).7z",1.14 GB,2017-05-23 11:05,GAMECUBE USA
"Sims 2, The (USA).7z",805.84 MB,2017-05-23 11:05,GAMECUBE USA
"Sims 2, The - Pets (USA).7z",939.82 MB,2017-05-23 11:05,GAMECUBE USA
"Sims, The (USA).7z",1.29 GB,2017-05-23 11:05,GAMECUBE USA
"Sims, The - Bustin_-_ Out (USA).7z",1.04 GB,2017-05-23 11:05,GAMECUBE USA
Skies of Arcadia Legends (USA).7z,909.31 MB,2017-05-23 11:05,GAMECUBE USA
Smashing Drive (USA).7z,1.30 GB,2017-05-23 11:05,GAMECUBE USA
Smuggler_-_s Run - Warzones (USA).7z,1.19 GB,2017-05-23 11:05,GAMECUBE USA
"Sonic Adventure 2 - Battle (USA) (En,Ja,Fr,De,Es).7z",1.03 GB,2017-05-23 11:05,GAMECUBE USA
"Sonic Adventure DX - Director_-_s Cut (USA) (En,Ja,Fr,De,Es).7z",1.03 GB,2017-05-23 11:05,GAMECUBE USA
Sonic Gems Collection (USA).7z,1.12 GB,2017-05-23 11:05,GAMECUBE USA
"Sonic Heroes (USA) (En,Ja,Fr,De,Es,It).7z",1.05 GB,2017-05-23 11:05,GAMECUBE USA
Sonic Mega Collection (USA).7z,1.15 GB,2017-05-23 11:05,GAMECUBE USA
"Sonic Riders (USA) (En,Ja,Fr,De,Es,It).7z",1.06 GB,2017-05-23 11:05,GAMECUBE USA
Soulcalibur II (USA) (Demo).7z,1.33 GB,2017-05-23 11:05,GAMECUBE USA
Soulcalibur II (USA).7z,995.15 MB,2017-05-23 11:05,GAMECUBE USA
Space Raiders (USA).7z,1.26 GB,2017-05-23 11:05,GAMECUBE USA
Spartan - Total Warrior (USA).7z,870.91 MB,2017-05-23 11:05,GAMECUBE USA
Spawn - Armageddon (USA).7z,980.42 MB,2017-05-23 11:05,GAMECUBE USA
Speed Kings (USA).7z,1.11 GB,2017-05-23 11:05,GAMECUBE USA
Sphinx and the Cursed Mummy (USA).7z,1.08 GB,2017-05-23 11:05,GAMECUBE USA
Spider-Man (USA).7z,889.06 MB,2017-05-23 11:05,GAMECUBE USA
Spider-Man 2 (USA).7z,1.06 GB,2017-05-23 11:05,GAMECUBE USA
Spirits & Spells (USA).7z,1.11 GB,2017-05-23 11:05,GAMECUBE USA
SpyHunter (USA).7z,926.37 MB,2017-05-23 11:05,GAMECUBE USA
Spyro - A Hero_-_s Tail (USA).7z,1.09 GB,2017-05-23 11:05,GAMECUBE USA
Spyro - Enter the Dragonfly (USA).7z,895.21 MB,2017-05-23 11:05,GAMECUBE USA
Star Fox - Assault (USA).7z,1.06 GB,2017-05-23 11:05,GAMECUBE USA
Star Fox Adventures (USA) (v1.00).7z,1.03 GB,2017-05-23 11:05,GAMECUBE USA
Star Fox Adventures (USA) (v1.01).7z,1.03 GB,2017-05-23 11:05,GAMECUBE USA
Star Wars - Bounty Hunter (USA).7z,1.09 GB,2017-05-23 11:05,GAMECUBE USA
Star Wars - Jedi Knight II - Jedi Outcast (USA).7z,1.23 GB,2017-05-23 11:05,GAMECUBE USA
Star Wars - Rogue Squadron II - Rogue Leader (USA).7z,1.24 GB,2017-05-23 11:05,GAMECUBE USA
Star Wars - Rogue Squadron III - Rebel Strike (USA).7z,1.13 GB,2017-05-23 11:05,GAMECUBE USA
Star Wars - Rogue Squadron III - Rebel Strike - Limited Edition Preview Disc (USA).7z,1.01 GB,2017-05-23 11:05,GAMECUBE USA
Star Wars - The Clone Wars (USA).7z,1.11 GB,2017-05-23 11:05,GAMECUBE USA
Starsky & Hutch (USA).7z,731.57 MB,2017-05-23 11:05,GAMECUBE USA
Street Hoops (USA).7z,1002 MB,2017-05-23 11:05,GAMECUBE USA
Strike Force Bowling (USA).7z,1.32 GB,2017-05-23 11:05,GAMECUBE USA
"Sum of All Fears, The (USA).7z",1.10 GB,2017-05-23 11:05,GAMECUBE USA
Summoner - A Goddess Reborn (USA).7z,1.01 GB,2017-05-23 11:05,GAMECUBE USA
Super Bubble Pop (USA).7z,1.35 GB,2017-05-23 11:05,GAMECUBE USA
Super Mario Strikers (USA).7z,1.08 GB,2017-05-23 11:05,GAMECUBE USA
Super Mario Sunshine (USA).7z,945.29 MB,2017-05-23 11:05,GAMECUBE USA
Super Monkey Ball (USA).7z,1.14 GB,2017-05-23 11:05,GAMECUBE USA
Super Monkey Ball 2 (USA).7z,911.22 MB,2017-05-23 11:05,GAMECUBE USA
Super Monkey Ball Adventure (USA).7z,954.93 MB,2017-05-23 11:05,GAMECUBE USA
"Super Smash Bros. Melee (USA) (En,Ja) (v1.00).7z",972.94 MB,2017-05-23 11:05,GAMECUBE USA
"Super Smash Bros. Melee (USA) (En,Ja) (v1.01).7z",972.93 MB,2017-05-23 11:05,GAMECUBE USA
"Super Smash Bros. Melee (USA) (En,Ja) (v1.02).7z",972.96 MB,2017-05-23 11:05,GAMECUBE USA
Superman - Shadow of Apokolips (USA).7z,1.04 GB,2017-05-23 11:05,GAMECUBE USA
"Surf_-_s Up (USA) (En,Fr,Es).7z",1.18 GB,2017-05-23 11:05,GAMECUBE USA
Swingerz Golf (USA).7z,858.30 MB,2017-05-23 11:05,GAMECUBE USA
"TMNT (USA) (En,Fr,Es).7z",1.14 GB,2017-05-23 11:05,GAMECUBE USA
TMNT - Mutant Melee (USA).7z,1.09 GB,2017-05-23 11:05,GAMECUBE USA
TY the Tasmanian Tiger (USA).7z,1006.25 MB,2017-05-23 11:05,GAMECUBE USA
TY the Tasmanian Tiger - Night of the Quinkan (USA).7z,979.94 MB,2017-05-23 11:05,GAMECUBE USA
TY the Tasmanian Tiger 2 - Bush Rescue (USA).7z,966.42 MB,2017-05-23 11:05,GAMECUBE USA
Tak and the Power of Juju (USA).7z,1.14 GB,2017-05-23 11:05,GAMECUBE USA
Tales of Symphonia (USA) (Disc 1).7z,997.03 MB,2017-05-23 11:05,GAMECUBE USA
Tales of Symphonia (USA) (Disc 2).7z,998.05 MB,2017-05-23 11:05,GAMECUBE USA
"Taz - Wanted (USA) (En,Fr,De,Es,It).7z",455.60 MB,2017-05-23 11:05,GAMECUBE USA
"Teen Titans (USA) (En,Fr).7z",1018.25 MB,2017-05-23 11:05,GAMECUBE USA
Teenage Mutant Ninja Turtles (USA).7z,924.33 MB,2017-05-23 11:05,GAMECUBE USA
Teenage Mutant Ninja Turtles 2 - Battle Nexus (USA) (Disc 1).7z,986.17 MB,2017-05-23 11:05,GAMECUBE USA
